TrajectoryID,PathLength,PenetrationDepth,LateralSpread,LateralY,LateralZ,MeanScatterAngle,FinalEnergy,NumSteps,BoundaryExit
83422,4.0941,0.7017,1.5717,-1.5715,0.0264,21.0465,0.0000,43,False
83423,5.0616,0.2225,0.9603,-0.9599,0.0281,20.4458,0.0000,52,False
83424,4.6015,-1.0763,2.1366,-1.3310,1.6713,17.9180,0.0000,54,False
83425,5.3442,0.3919,0.7139,-0.6597,0.2729,23.1125,0.0000,50,False
83426,5.1610,-0.6573,3.9380,-2.8275,2.7409,20.7832,0.0000,56,False
83427,5.5868,0.8608,0.8970,-0.6501,-0.6181,16.0912,0.0000,53,False
83428,4.6196,-1.8987,2.0021,-1.8453,-0.7765,25.0162,0.0000,53,False
83429,5.3380,1.3101,1.5478,-0.8731,-1.2780,22.0893,0.0000,54,False
83430,5.1829,-1.1176,2.1864,-1.8237,1.2060,22.8937,0.0000,48,False
83431,3.3426,0.5053,3.9414,-3.5930,-1.6203,22.9009,0.0000,37,False
83432,3.1812,-0.2137,2.2736,-2.2716,0.0973,18.4593,0.0000,47,False
83433,3.5621,0.2329,2.4760,-2.2729,-0.9821,31.7582,0.0000,53,False
83434,5.3095,1.0454,1.1603,-0.5591,-1.0166,17.9928,0.0000,56,False
83435,3.7276,0.9221,2.7675,-2.4811,-1.2261,21.2658,0.0000,46,False
83436,5.6879,1.5395,1.2460,-0.4565,-1.1594,20.0998,0.0000,52,False
83437,4.0649,-0.0625,1.2437,-1.2175,0.2541,19.1919,0.0000,44,False
83438,5.5533,-1.9601,1.2642,-0.6778,-1.0671,18.8782,0.0000,58,False
83439,5.5927,0.0550,0.2089,0.0997,-0.1836,18.9693,0.0000,48,False
83440,4.9139,1.1924,0.8585,-0.6500,0.5608,22.6008,0.0000,53,False
83441,4.6320,0.3787,1.0752,-1.0636,0.1572,24.2826,0.0000,45,False
83442,4.8473,1.1600,1.7817,-1.4776,0.9955,20.1817,0.0000,53,False
